Filename,PDB ID,Combined Chain Key
pdb1.json,1bev,4_1
pdb1.json,1bev,4_2
pdb1.json,1bev,4_3
pdb1.json,1bgy,I_A
pdb1.json,1bgy,I_B
pdb1.json,1bgy,K_A
pdb1.json,1bgy,K_E
pdb1.json,1bgy,K_J
pdb1.json,1bgy,U_M
pdb1.json,1bgy,U_N
pdb1.json,1bgy,W_M
pdb1.json,1bgy,W_Q
pdb1.json,1bgy,W_V
pdb1.json,1bh8,A_B
pdb1.json,1bh9,A_B
pdb1.json,1bhx,A_B
pdb1.json,1bhx,A_F
pdb1.json,1bii,P_A
pdb1.json,1bjr,I_E
pdb1.json,1bmb,I_A
pdb1.json,1bmm,I_H
pdb1.json,1bmm,L_H
pdb1.json,1bmn,I_H
pdb1.json,1bmn,L_H
pdb1.json,1bog,C_A
pdb1.json,1bog,C_B
pdb1.json,1bqp,B_A
pdb1.json,1bqp,B_C
pdb1.json,1bqp,D_A
pdb1.json,1bqp,D_C
pdb1.json,1br8,P_I
pdb1.json,1bsx,X_A
pdb1.json,1bsx,Y_B
pdb1.json,1bt6,C_A
pdb1.json,1bt6,C_B
pdb1.json,1bt6,D_A
pdb1.json,1bt6,D_B
pdb1.json,1bth,J_K
pdb1.json,1bth,L_H
pdb1.json,1bx2,C_A
pdb1.json,1bx2,C_B
pdb1.json,1bx2,F_D
pdb1.json,1bx2,F_E
pdb1.json,1bxl,B_A
pdb1.json,1bxp,B_A
pdb1.json,1bz9,C_A
pdb1.json,1c1u,I_H
pdb1.json,1c1u,L_H
pdb1.json,1c1v,I_H
pdb1.json,1c1v,L_H
pdb1.json,1c1w,I_H
pdb1.json,1c1w,L_H
pdb1.json,1c4u,1_2
pdb1.json,1c4v,1_2
pdb1.json,1c4v,3_2
pdb1.json,1c4y,1_2
pdb1.json,1c4y,3_2
pdb1.json,1c5f,B_A
pdb1.json,1c5f,D_C
pdb1.json,1c5f,F_E
pdb1.json,1c5f,H_E
pdb1.json,1c5f,H_G
pdb1.json,1c5f,H_O
pdb1.json,1c5f,J_I
pdb1.json,1c5f,L_K
pdb1.json,1c5f,L_M
pdb1.json,1c5f,N_K
pdb1.json,1c5f,N_M
pdb1.json,1c5f,P_E
pdb1.json,1c5f,P_G
pdb1.json,1c5f,P_O
pdb1.json,1c5l,I_H
pdb1.json,1c5l,L_H
pdb1.json,1c5n,I_H
pdb1.json,1c5n,L_H
pdb1.json,1c5o,I_H
pdb1.json,1c5o,L_H
pdb1.json,1c5w,A_B
pdb1.json,1c5x,A_B
pdb1.json,1c5y,A_B
pdb1.json,1c5z,A_B
pdb1.json,1c8m,4_1
pdb1.json,1c8m,4_3
pdb1.json,1c8o,B_A
pdb1.json,1c9i,C_A
pdb1.json,1c9p,B_A
pdb1.json,1ca0,A_B
pdb1.json,1ca0,A_C
pdb1.json,1ca0,F_G
pdb1.json,1ca0,F_H
pdb1.json,1ca8,A_B
pdb1.json,1ca9,H_B
pdb1.json,1cbw,A_B
pdb1.json,1cbw,A_C
pdb1.json,1cbw,F_G
pdb1.json,1cbw,F_H
pdb1.json,1cdk,I_A
pdb1.json,1cdk,J_B
pdb1.json,1cdl,E_A
pdb1.json,1cdl,F_B
pdb1.json,1cdl,F_C
pdb1.json,1cdl,G_C
pdb1.json,1cdl,G_D
pdb1.json,1cdl,H_C
pdb1.json,1cdl,H_D
pdb1.json,1cdm,B_A
pdb1.json,1ce6,C_A
pdb1.json,1cf0,C_A
pdb1.json,1cf0,C_B
pdb1.json,1cf4,B_A
pdb1.json,1cff,B_A
pdb1.json,1cfn,C_A
pdb1.json,1cfn,C_B
pdb1.json,1cfs,C_A
pdb1.json,1cfs,C_B
pdb1.json,1cg9,C_A
pdb1.json,1cho,E_F
pdb1.json,1cho,E_G
pdb1.json,1cjf,C_A
pdb1.json,1cjf,C_B
pdb1.json,1cjf,D_A
pdb1.json,1cjf,D_B
pdb1.json,1cjq,A_B
pdb1.json,1cjr,A_B
pdb1.json,1ckk,B_A
pdb1.json,1clv,I_A
pdb1.json,1cm1,B_A
pdb1.json,1cm4,B_A
pdb1.json,1cmi,C_A
pdb1.json,1cmi,D_B
pdb1.json,1cmk,I_E
pdb1.json,1cmx,D_A
pdb1.json,1cmx,D_C
pdb1.json,1cn3,F_A
pdb1.json,1cn3,F_B
pdb1.json,1cn3,F_D
pdb1.json,1cn3,F_E
pdb1.json,1co7,I_E
pdb1.json,1cqg,B_A
pdb1.json,1cqh,B_A
pdb1.json,1cqt,I_A
pdb1.json,1cqt,J_A
pdb1.json,1cqt,J_B
pdb1.json,1csb,A_B
pdb1.json,1csb,D_E
pdb1.json,1ctp,I_E
pdb1.json,1cu4,P_H
pdb1.json,1cu4,P_L
pdb1.json,1cwa,C_A
pdb1.json,1cwb,C_A
pdb1.json,1cwc,C_A
pdb1.json,1cwf,C_A
pdb1.json,1cwh,C_A
pdb1.json,1cwi,C_A
pdb1.json,1cwj,C_A
pdb1.json,1cwk,C_A
pdb1.json,1cwl,C_A
pdb1.json,1cwm,C_A
pdb1.json,1cwo,C_A
pdb1.json,1cyn,C_A
pdb1.json,1czz,E_B
pdb1.json,1d3d,A_B
pdb1.json,1d3d,H_B
pdb1.json,1d3p,A_B
pdb1.json,1d3p,H_B
pdb1.json,1d3q,A_B
pdb1.json,1d3q,H_B
pdb1.json,1d3t,A_B
pdb1.json,1d3t,H_B
pdb1.json,1d4p,A_B
pdb1.json,1d4p,H_B
pdb1.json,1d4t,B_A
pdb1.json,1d4w,C_A
pdb1.json,1d4w,D_B
pdb1.json,1d5d,A_B
pdb1.json,1d5e,A_B
pdb1.json,1d5g,B_A
pdb10.json,1zaf,D_B
pdb10.json,1zav,U_A
pdb10.json,1zav,V_A
pdb10.json,1zav,W_A
pdb10.json,1zav,X_A
pdb10.json,1zav,Y_A
pdb10.json,1zav,Z_A
pdb10.json,1zaw,U_A
pdb10.json,1zaw,V_A
pdb10.json,1zaw,W_A
pdb10.json,1zaw,X_A
pdb10.json,1zaw,Y_A
pdb10.json,1zaw,Z_A
pdb10.json,1zax,U_A
pdb10.json,1zax,V_A
pdb10.json,1zax,W_A
pdb10.json,1zax,X_A
pdb10.json,1zax,Y_A
pdb10.json,1zax,Z_A
pdb10.json,1zba,4_1
pdb10.json,1zba,4_2
pdb10.json,1zba,4_3
pdb10.json,1zbe,4_1
pdb10.json,1zbe,4_2
pdb10.json,1zbe,4_3
pdb10.json,1zdt,P_A
pdb10.json,1zdt,Q_B
pdb10.json,1zdu,P_A
pdb10.json,1zdu,Q_A
pdb10.json,1zea,A_H
pdb10.json,1zea,A_L
pdb10.json,1zgi,B_A
pdb10.json,1zgl,C_A
pdb10.json,1zgl,C_B
pdb10.json,1zgl,C_M
pdb10.json,1zgl,C_P
pdb10.json,1zgl,C_V
pdb10.json,1zgl,F_D
pdb10.json,1zgl,F_E
pdb10.json,1zgl,F_Q
pdb10.json,1zgl,F_R
pdb10.json,1zgl,F_T
pdb10.json,1zgl,I_G
pdb10.json,1zgl,I_H
pdb10.json,1zgl,I_R
pdb10.json,1zgl,I_S
pdb10.json,1zgl,I_T
pdb10.json,1zgl,L_J
pdb10.json,1zgl,L_K
pdb10.json,1zgl,L_P
pdb10.json,1zgl,L_U
pdb10.json,1zgl,L_V
pdb10.json,1zgv,B_A
pdb10.json,1zgx,B_A
pdb10.json,1zgy,B_A
pdb10.json,1zh7,C_A
pdb10.json,1zh7,D_B
pdb10.json,1zhb,C_A
pdb10.json,1zhb,F_D
pdb10.json,1zhb,I_G
pdb10.json,1zhb,L_J
pdb10.json,1zhk,C_A
pdb10.json,1zhl,C_A
pdb10.json,1zkk,F_B
pdb10.json,1zkk,G_A
pdb10.json,1zkk,G_C
pdb10.json,1zky,C_A
pdb10.json,1zky,D_B
pdb10.json,1zla,K_G
pdb10.json,1zla,K_H
pdb10.json,1zoq,C_A
pdb10.json,1zoq,C_B
pdb10.json,1zoq,D_A
pdb10.json,1zoq,D_B
pdb10.json,1zrb,B_A
pdb10.json,1zsd,C_A
pdb10.json,1zsg,B_A
pdb10.json,1zt7,P_A
pdb10.json,1zt7,Q_C
pdb10.json,1zuk,C_A
pdb10.json,1zuk,C_B
pdb10.json,1zuz,B_A
pdb10.json,1zvz,B_A
pdb10.json,1zw2,B_A
pdb10.json,1zw3,B_A
pdb10.json,1zy3,B_A
pdb10.json,1zy8,K_A
pdb10.json,1zy8,K_B
pdb10.json,1zy8,K_G
pdb10.json,1zy8,K_H
pdb10.json,1zy8,L_C
pdb10.json,1zy8,L_D
pdb10.json,1zy8,M_E
pdb10.json,1zy8,M_F
pdb10.json,1zy8,N_G
pdb10.json,1zy8,N_H
pdb10.json,1zy8,O_I
pdb10.json,1zy8,O_J
pdb10.json,2a06,I_A
pdb10.json,2a06,I_B
pdb10.json,2a06,J_D
pdb10.json,2a06,J_E
pdb10.json,2a06,V_N
pdb10.json,2a06,V_O
pdb10.json,2a0q,A_B
pdb10.json,2a0q,C_D
pdb10.json,2a0t,B_A
pdb10.json,2a1d,A_B
pdb10.json,2a1d,E_F
pdb10.json,2a25,B_A
pdb10.json,2a2x,L_H
pdb10.json,2a2x,P_H
pdb10.json,2a3i,B_A
pdb10.json,2a3z,C_A
pdb10.json,2a40,C_A
pdb10.json,2a40,F_D
pdb10.json,2a41,C_A
pdb10.json,2a41,C_B
pdb10.json,2a45,A_B
pdb10.json,2a45,D_E
pdb10.json,2a45,G_E
pdb10.json,2a45,I_E
pdb10.json,2a45,J_B
pdb10.json,2a45,L_B
pdb10.json,2a4g,B_A
pdb10.json,2a4g,B_C
pdb10.json,2a4g,D_A
pdb10.json,2a4g,D_C
pdb10.json,2a4j,B_A
pdb10.json,2a4q,B_A
pdb10.json,2a4q,B_C
pdb10.json,2a4q,D_A
pdb10.json,2a4q,D_C
pdb10.json,2a4r,B_A
pdb10.json,2a4r,B_C
pdb10.json,2a4r,D_A
pdb10.json,2a4r,D_C
pdb10.json,2a6d,P_A
pdb10.json,2a6d,P_B
pdb10.json,2a6i,P_A
pdb10.json,2a6i,P_B
pdb10.json,2a6k,P_H
pdb10.json,2a6k,P_L
pdb10.json,2a7u,A_B
pdb10.json,2a83,C_A
pdb10.json,2a9h,E_A
pdb10.json,2a9h,E_B
pdb10.json,2a9h,E_C
pdb10.json,2a9h,E_D
pdb10.json,2abz,D_A
pdb10.json,2abz,D_B
pdb10.json,2abz,D_C
pdb10.json,2ach,B_A
pdb10.json,2adv,B_A
pdb10.json,2adv,B_C
pdb10.json,2aff,B_A
pdb10.json,2afq,A_B
pdb10.json,2afq,C_D
pdb10.json,2agh,A_B
pdb10.json,2agh,C_B
pdb10.json,2ak4,C_A
pdb10.json,2ak4,C_D
pdb10.json,2ak4,C_E
pdb10.json,2ak4,H_F
pdb10.json,2ak4,H_I
pdb10.json,2ak4,H_J
pdb10.json,2ak4,M_K
pdb10.json,2ak4,M_N
pdb10.json,2ak4,M_P
pdb10.json,2ak4,S_Q
pdb10.json,2ak4,S_T
pdb10.json,2ak4,S_U
pdb10.json,2an6,E_A
pdb10.json,2an6,F_B
pdb10.json,2an6,F_C
pdb10.json,2an6,G_C
pdb10.json,2an6,H_A
pdb10.json,2an6,H_D
pdb10.json,2ank,L_H
pdb10.json,2ank,P_H
pdb10.json,2anm,L_H
pdb10.json,2ao6,B_A
pdb10.json,2aof,C_A
pdb10.json,2aof,C_B
pdb10.json,2aoh,C_A
pdb10.json,2aoh,C_B
pdb10.json,2aoi,C_A
pdb10.json,2aoi,C_B
pdb10.json,2aoj,C_A
pdb10.json,2aoj,C_B
pdb10.json,2ap2,P_A
pdb10.json,2ap2,Q_C
pdb10.json,2aq9,X_A
pdb10.json,2arq,P_A
pdb10.json,2arr,P_A
pdb10.json,2asq,B_A
pdb10.json,2ast,D_B
pdb10.json,2ast,D_C
pdb10.json,2auc,D_A
pdb10.json,2auc,D_C
pdb10.json,2auh,B_A
pdb10.json,2av1,C_A
pdb10.json,2av1,F_D
pdb10.json,2av7,C_A
pdb10.json,2av7,F_D
pdb10.json,2axf,C_A
pdb10.json,2axg,C_A
pdb10.json,2axi,B_A
pdb10.json,2axt,f_a
pdb10.json,2axt,f_c
pdb10.json,2axt,f_d
pdb10.json,2axt,f_e
pdb10.json,2axt,f_v
pdb10.json,2axt,i_a
pdb10.json,2axt,i_c
pdb10.json,2axt,j_a
pdb10.json,2axt,j_c
pdb10.json,2axt,j_d
pdb10.json,2axt,j_e
pdb10.json,2axt,j_v
pdb10.json,2axt,K_A
pdb10.json,2axt,k_c
pdb10.json,2axt,k_d
pdb10.json,2axt,k_z
pdb10.json,2axt,l_a
pdb10.json,2axt,l_c
pdb10.json,2axt,l_d
pdb10.json,2axt,m_a
pdb10.json,2axt,m_c
pdb10.json,2axt,m_d
pdb10.json,2axt,t_a
pdb10.json,2axt,t_c
pdb10.json,2axt,t_d
pdb10.json,2aze,C_A
pdb10.json,2aze,C_B
pdb10.json,2b0s,P_H
pdb10.json,2b0s,P_L
pdb10.json,2b1a,P_H
pdb10.json,2b1a,P_L
pdb10.json,2b1h,P_H
pdb10.json,2b1h,P_L
pdb10.json,2b1j,C_A
pdb10.json,2b1j,D_B
pdb10.json,2b1v,C_A
pdb10.json,2b1v,D_B
pdb10.json,2b1z,D_B
pdb10.json,2b23,C_A
pdb10.json,2b23,D_B
pdb10.json,2b3g,B_A
pdb10.json,2b5t,A_B
pdb10.json,2b5t,A_I
pdb10.json,2b5t,C_D
pdb10.json,2b63,L_C
pdb10.json,2b63,L_J
pdb10.json,2b63,L_K
pdb10.json,2b7f,I_A
pdb10.json,2b7f,I_B
pdb10.json,2b7f,K_E
pdb10.json,2b7f,K_F
pdb10.json,2b7y,B_A
pdb10.json,2b7y,B_C
pdb10.json,2b7y,D_A
pdb10.json,2b7y,D_C
pdb10.json,2b8k,L_C
pdb10.json,2b8k,L_J
pdb10.json,2b8k,L_K
pdb10.json,2b9h,C_A
pdb10.json,2b9i,C_A
pdb10.json,2b9j,C_A
pdb10.json,2bap,C_A
pdb10.json,2bap,D_B
pdb10.json,2bba,P_A
pdb10.json,2bbm,B_A
pdb10.json,2bbn,B_A
pdb10.json,2bbu,B_A
pdb10.json,2bbv,D_A
pdb10.json,2bbv,E_B
pdb10.json,2bbv,F_C
pdb10.json,2bck,C_A
pdb10.json,2bck,C_D
pdb10.json,2bck,F_A
pdb10.json,2bck,F_D
pdb10.json,2bcx,B_A
pdb10.json,2bdy,B_A
pdb10.json,2be6,D_A
pdb10.json,2be6,E_B
pdb10.json,2be6,F_C
pdb10.json,2bec,B_A
pdb10.json,2bez,F_C
pdb10.json,2bfx,C_B
pdb10.json,2bfx,D_A
pdb10.json,2bfy,C_B
pdb10.json,2bfy,D_A
pdb10.json,2bj4,C_A
pdb10.json,2bj4,D_B
pdb10.json,2bnq,C_A
pdb10.json,2bnq,C_D
pdb10.json,2bnq,C_E
pdb10.json,2bnr,C_A
pdb10.json,2bnr,C_D
pdb10.json,2bnr,C_E
pdb10.json,2bok,L_A
pdb10.json,2bp3,S_B
pdb10.json,2bp3,T_A
pdb10.json,2bp3,T_B
pdb10.json,2bp5,P_M
pdb10.json,2bpa,3_1
pdb10.json,2bqz,B_A
pdb10.json,2bqz,F_E
pdb10.json,2br8,F_A
pdb10.json,2br8,F_B
pdb10.json,2br8,G_B
pdb10.json,2br8,G_C
pdb10.json,2br8,H_C
pdb10.json,2br8,H_D
pdb10.json,2br8,I_D
pdb10.json,2br8,I_E
pdb10.json,2br8,J_A
pdb10.json,2br8,J_E
pdb10.json,2brq,C_A
pdb10.json,2brq,C_B
pdb10.json,2brq,D_A
pdb10.json,2brq,D_B
pdb100.json,7ywx,a_V
pdb100.json,7yx8,H_A
pdb100.json,7yx8,H_B
pdb100.json,7yxw,D_A
pdb100.json,7yyh,k_E
pdb100.json,7yyh,k_F
pdb100.json,7yyh,k_G
pdb100.json,7yyh,k_h
pdb100.json,7z0f,P_A
pdb100.json,7z0f,P_B
pdb100.json,7z0g,P_A
pdb100.json,7z0g,P_B
pdb100.json,7z0g,U_R
pdb100.json,7z0g,U_S
pdb100.json,7z10,h_c
pdb100.json,7z1n,L_C
pdb100.json,7z1n,L_J
pdb100.json,7z20,4_7
pdb100.json,7z20,8_g
pdb100.json,7z20,h_0
pdb100.json,7z20,z_e
pdb100.json,7z20,z_s
pdb100.json,7z20,z_t
pdb100.json,7z36,C_A
pdb100.json,7z36,C_B
pdb100.json,7z36,D_A
pdb100.json,7z36,D_B
pdb100.json,7z36,S_A
pdb100.json,7z36,S_B
pdb100.json,7z4a,O_A
pdb100.json,7z4a,O_N
pdb100.json,7z4a,R_N
pdb100.json,7z50,T_A
pdb100.json,7z50,T_B
pdb100.json,7z50,T_C
pdb100.json,7z50,T_E
pdb100.json,7z50,T_H
pdb100.json,7z50,W_A
pdb100.json,7z50,W_C
pdb100.json,7z50,W_D
pdb100.json,7z50,W_F
pdb100.json,7z50,W_G
pdb100.json,7z73,A_F
pdb100.json,7z73,B_E
pdb100.json,7z73,C_E
pdb100.json,7z73,C_F
pdb100.json,7z73,D_E
pdb100.json,7z8i,j_x
pdb100.json,7z8i,r_L
pdb100.json,7z8i,r_n
pdb100.json,7z8i,r_x
pdb100.json,7z8j,r_x
pdb100.json,7z8m,M_I
pdb100.json,7z8m,X_V
pdb100.json,7zag,Y_3
pdb100.json,7zah,Y_3
pdb100.json,7zai,Y_3
pdb100.json,7zcu,F_S
pdb100.json,7zcu,H_S
pdb100.json,7zcu,J_S
pdb100.json,7zcu,L_S
pdb100.json,7zcu,N_S
pdb100.json,7zcu,P_S
pdb100.json,7zcu,R_S
pdb100.json,7zd6,a_1
pdb100.json,7zd6,a_2
pdb100.json,7zd6,a_c
pdb100.json,7zd6,x_k
pdb100.json,7zd6,x_o
pdb100.json,7zd6,x_Y
pdb100.json,7zd6,y_M
pdb100.json,7zd6,y_W
pdb100.json,7zd6,y_Z
pdb100.json,7zdd,D_A
pdb100.json,7zdh,a_1
pdb100.json,7zdh,a_2
pdb100.json,7zdh,a_c
pdb100.json,7zdh,x_k
pdb100.json,7zdh,x_o
pdb100.json,7zdh,x_Y
pdb100.json,7zdh,y_M
pdb100.json,7zdh,y_W
pdb100.json,7zdh,y_Z
pdb100.json,7zdi,D_S
pdb100.json,7zdi,L_S
pdb100.json,7zdi,N_S
pdb100.json,7zdi,P_S
pdb100.json,7zdi,R_S
pdb100.json,7zdj,a_1
pdb100.json,7zdj,a_2
pdb100.json,7zdj,a_c
pdb100.json,7zdj,x_k
pdb100.json,7zdj,x_o
pdb100.json,7zdj,x_Y
pdb100.json,7zdj,y_M
pdb100.json,7zdj,y_W
pdb100.json,7zdj,y_Z
pdb100.json,7zdm,a_1
pdb100.json,7zdm,a_2
pdb100.json,7zdm,a_c
pdb100.json,7zdm,x_k
pdb100.json,7zdm,x_o
pdb100.json,7zdm,x_Y
pdb100.json,7zdm,y_M
pdb100.json,7zdm,y_o
pdb100.json,7zdm,y_W
pdb100.json,7zdm,y_Z
pdb100.json,7zdp,a_1
pdb100.json,7zdp,a_2
pdb100.json,7zdp,a_c
pdb100.json,7zdp,x_k
pdb100.json,7zdp,x_o
pdb100.json,7zdp,x_Y
pdb100.json,7zdp,y_M
pdb100.json,7zdp,y_w
pdb100.json,7zdp,y_Z
pdb100.json,7ze3,D_S
pdb100.json,7ze3,F_S
pdb100.json,7ze3,N_S
pdb100.json,7ze3,P_S
pdb100.json,7ze3,Q_S
pdb100.json,7ze3,R_S
pdb100.json,7ze8,E_S
pdb100.json,7ze8,F_S
pdb100.json,7ze8,H_S
pdb100.json,7ze8,J_S
pdb100.json,7ze8,L_S
pdb100.json,7ze8,M_S
pdb100.json,7ze8,N_S
pdb100.json,7ze8,O_S
pdb100.json,7ze8,P_S
pdb100.json,7ze8,R_S
pdb100.json,7zeb,a_1
pdb100.json,7zeb,a_2
pdb100.json,7zeb,a_c
pdb100.json,7zeb,x_k
pdb100.json,7zeb,x_o
pdb100.json,7zeb,x_Y
pdb100.json,7zeb,y_M
pdb100.json,7zeb,y_w
pdb100.json,7zeb,y_Z
pdb100.json,7zez,D_A
pdb100.json,7zez,D_B
pdb100.json,7zgp,F_B
pdb100.json,7zgp,F_D
pdb100.json,7zgq,C_D
pdb100.json,7zgr,C_D
pdb100.json,7zgr,F_B
pdb100.json,7zgr,F_D
pdb100.json,7zhg,Y_3
pdb100.json,7zkr,B_A
pdb100.json,7zl4,D_B
pdb100.json,7zl4,D_C
pdb100.json,7zl7,B_A
pdb100.json,7zl7,B_C
pdb100.json,7zl7,D_A
pdb100.json,7zl7,D_C
pdb100.json,7zno,A_B
pdb100.json,7zod,4_7
pdb100.json,7zod,6_t
pdb100.json,7zod,8_g
pdb100.json,7zod,h_0
pdb100.json,7zp8,4_7
pdb100.json,7zp8,8_g
pdb100.json,7zp8,h_0
pdb100.json,7zp8,z_e
pdb100.json,7zp8,z_s
pdb100.json,7zp8,z_t
pdb100.json,7zpy,B_A
pdb100.json,7zq5,4_7
pdb100.json,7zq5,8_g
pdb100.json,7zq5,h_0
pdb100.json,7zq6,4_7
pdb100.json,7zq6,8_g
pdb100.json,7zq6,h_0
pdb100.json,7zr2,B_A
pdb100.json,7zud,M_A
pdb100.json,7zvi,E_A
pdb100.json,7zxy,E_C
pdb100.json,7zxy,E_D
pdb100.json,7zxy,F_A
pdb100.json,7zxy,F_B
pdb100.json,7zxy,F_C
pdb100.json,7zxy,G_A
pdb100.json,7zxy,G_B
pdb100.json,7zxy,G_C
pdb100.json,7zxy,H_A
pdb100.json,7zxy,H_B
pdb100.json,7zxy,H_C
pdb100.json,7zxy,M_K
pdb100.json,7zxy,M_L
pdb100.json,7zxy,N_I
pdb100.json,7zxy,N_J
pdb100.json,7zxy,N_K
pdb100.json,7zxy,O_I
pdb100.json,7zxy,O_J
pdb100.json,7zxy,O_K
pdb100.json,7zxy,P_I
pdb100.json,7zxy,P_J
pdb100.json,7zxy,P_K
pdb100.json,7zy4,C_A
pdb100.json,7zys,A_B
pdb100.json,8a43,I_N
pdb100.json,8a43,L_C
pdb100.json,8a43,L_J
pdb100.json,8a57,6_8
pdb100.json,8a57,7_I
pdb100.json,8a57,9_K
pdb100.json,8a57,9_P
pdb100.json,8a5i,6_8
pdb100.json,8a5i,7_I
pdb100.json,8a5i,9_K
pdb100.json,8a5i,9_P
pdb100.json,8a63,6_8
pdb100.json,8a63,7_I
pdb100.json,8a63,9_K
pdb100.json,8a63,9_P
pdb100.json,8ap8,c_d
pdb100.json,8ap8,c_g
pdb100.json,8ap8,M_d
pdb100.json,8ap8,M_g
pdb100.json,8ap8,M_h
pdb100.json,8api,B_A
pdb100.json,8aqm,C_A
pdb100.json,8aqm,D_B
pdb100.json,8aqn,C_A
pdb100.json,8aqn,D_B
pdb100.json,8crt,P_L
pdb100.json,8csv,W_A
pdb100.json,8cte,D_K
pdb100.json,8cte,W_A
pdb100.json,8cvz,E_I
pdb100.json,8czi,D_A
pdb100.json,8czi,D_B
pdb100.json,8czi,E_B
pdb100.json,8czi,E_C
pdb100.json,8czi,F_A
pdb100.json,8czi,F_C
pdb100.json,8d36,F_H
pdb100.json,8d36,F_L
pdb100.json,8d3u,G_B
pdb100.json,8d3v,G_B
